QKEY,INTERVIEW_START_W140,INTERVIEW_END_W140,DEVICE_TYPE_W140,LANG_W140,FORM_W140,SATIS_W140,YEARAHEAD_W140,POL1JB_W140,POL1JBSTR_W140,JBSUCCESS_W140,BIDENDESC_ORD_W140,BIDENDESC_MENT_W140,BIDENDESC_STND_W140,BIDENDESC_HON_W140,BIDENDESC_INSP_W140,BIDENDESC_GETDN_W140,BIDENDESC_ENER_W140,BIDENDESC_STRN_W140,BIDENDESC_MDL_W140,BIDENDESC_TEMP_W140,INCREMENTAL_W140,INSTN_CHR_W140,INSTN_CLGS_W140,INSTN_LBRUN_W140,INSTN_TECHCMP_W140,INSTN_SMBUS_W140,INSTN_K12_W140,INSTN_BNKS_W140,INSTN_MIL_W140,INSTN_LGECRP_W140,INSTN2_CHR_W140,INSTN2_CLGS_W140,INSTN2_LBRUN_W140,INSTN2_TECHCMP_W140,INSTN2_SMBUS_W140,INSTN2_K12_W140,INSTN2_BNKS_W140,INSTN2_MIL_W140,INSTN2_LGECRP_W140,DECISION_W140,WINLOSE_W140,PRIPRES_JOB_W140,PRIPRES_BD_W140,PRIPRES_DTRD_W140,PRIPRES_ENV_W140,PRIPRES_TER_W140,PRIPRES_EC_W140,PRIPRES_GCC_W140,PRIPRES_EDU_W140,PRIPRES_HC_W140,PRIPRES_CRI_W140,PRIPRES_GT_W140,PRIPRES_INF_W140,PRIPRES_RA_W140,PRIPRES_SC_W140,PRIPRES_MON_W140,PRIPRES_POOR_W140,PRIPRES_MIL_W140,PRIPRES_NRG_W140,PRIPRES_IMM_W140,PRIPRES_POL_W140,PRESWITHOP_W140,OPWITHPRES_W140,ECON1_W140,ECON1B_W140,ECONCONC_PRICE_W140,ECONCONC_UNEM_W140,ECONCONC_REAL_W140,ECONCONC_STCK_W140,ECONCONC_ENG2_W140,ECONCONC_BANK_W140,HGSTNDRD_W140,HGSTNDRD2_W140,MARIJUANA3_W140,MARIJ_STRICT_W140,MARIJ_CRIME_W140,MARIJ_ECON_W140,MARIJ_FAIR_W140,MARIJ_DRUG_W140,EXCPWER_W140,TALKIMP_W140,TALKCONF_W140,VTPRIORITY_ATO_W140,VTPRIORITY_HLDY_W140,VTPRIORITY_FLN_W140,VTPRIORITY_RMVVT_W140,VTPRIORITY_BLT_CL_W140,VTPRIORITY_GOVID_W140,VTPRIORITY_PPR_W140,VTPRIORITY_ERLY_W140,VTPRIORITY_ML_W140,VTPRIORITY_REGED_W140,UNDROPPL_W140,UNIONDROP_W140,BORDER_CL_W140,BRDERJOB_W140,IMM_CRISIS_W140,IMMFACT_NOOPP_W140,IMMFACT_USOPP_W140,IMMFACT_VIOL_W140,IMMFACT_FRDM_W140,IMMFACT_POL_W140,IMMCRIMM_W140,IMMPOLIMPCT_DPRT_W140,IMMPOLIMPCT_BUS_W140,IMMPOLIMPCT_AID_W140,IMMPOLIMPCT_HRD_W140,IMMPOLIMPCT_COND_W140,IMMPOLIMPCT_RCS_W140,IMMPOLIMPCT_OPP_W140,IMMPOLIMPCT_WALL_W140,IMMPOLIMPCT_WORK_W140,NEWYR_W140,NEWRES_HLTH_W140,NEWRES_WRK_W140,NEWRES_FMLY_W140,NEWRES_HBS_W140,NEWRES_FIN_W140,NEWRES_SE_W140,RESKEPT_M_W140,RESKEPT_S_W140,RESLNONE_W140,IMPEACHFOLL_JB_W140,IMPEACHAPP_JB_W140,IMPEACHREM_JB_W140,WRKRCMPMOD_W140,SOCSEC_CPS_W140,ASREP_ABORT_W140,ASREP_AGREE_a_W140,ASREP_AGREE_b_W140,ASREP_AGREE_c_W140,ASREP_AGREE_d_W140,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W140
127284,2024-01-18T16:05:28Z,2024-01-18T17:30:13Z,2,1,1,2,,2,1,2,2,4,1,1,3,,,,,,1,1,2,1,1,1,2,1,1,1,,,,,,,,,,2,2,3,1,1,1,1,,,,,,3,2,2,1,1,,,,,,1,,3,,,,,,,,1,,1,3,3,1,1,3,2,3,4,4,1,4,3,3,,,,,,4,,1,4,,1,1,1,1,1,1,1,1,1,1,3,,,,,3,,,,,,,,,1,3,3,3,2,1,1,5,5,1,1,1,4,9,2,3,2,2,3,2,,1,1,1,1,1,2,2,2,5,3,1,1,1,1,2,2,2,2,1,0.8413531903751827
128558,2024-01-18T09:10:46Z,2024-01-18T09:30:02Z,1,1,1,2,,2,1,2,4,3,3,3,4,,,,,,1,1,1,2,1,1,1,1,1,2,,,,,,,,,,1,2,2,1,1,2,1,,,,,,3,2,2,1,1,,,,,,1,,4,,,,,,,,1,,2,2,2,3,2,1,2,2,1,3,2,3,2,4,,,,,,3,,3,3,,1,2,1,2,1,1,1,1,3,1,1,,,,,3,,,,,,,,,1,3,2,2,2,2,3,5,3,2,1,1,3,5,3,4,2,3,2,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,6,2,3,2,2,0.8435701895316124
129189,2024-01-17T16:49:43Z,2024-01-17T17:04:24Z,1,1,1,2,,2,1,2,2,4,3,2,4,,,,,,2,1,1,2,1,1,2,1,1,1,,,,,,,,,,2,2,1,1,2,3,1,,,,,,3,2,3,2,2,,,,,,1,,3,,,,,,,,1,,2,4,2,3,1,1,2,1,2,4,3,2,2,1,,,,,,2,,3,4,,2,1,1,1,1,1,1,1,3,1,2,,,,,3,,,,,,,,,2,4,3,2,2,1,2,5,3,1,1,1,3,5,3,4,2,1,6,2,,1,1,1,1,1,3,1,4,2,1,,1,1,1,9,2,2,1,3,1.2110599080603899
132973,2024-01-17T16:41:07Z,2024-01-17T16:49:09Z,1,1,2,,1,1,1,1,,,,,,2,2,2,2,2,1,,,,,,,,,,3,3,2,2,2,2,2,2,2,1,1,,,,,,1,1,1,1,2,,,,,,2,2,1,1,2,,1,2,1,2,1,3,2,2,2,,1,1,3,3,3,3,3,2,3,2,,,,,,1,1,1,1,1,,3,3,,2,1,1,1,1,1,3,,,,,,1,1,3,3,2,1,1,2,1,1,2,,1,,2,3,3,2,2,1,5,3,3,2,1,4,9,2,4,2,3,2,2,,4,1,1,4,1,12,,3,6,2,,2,3,1,5,3,1,2,2,1.128866148439701
136411,2024-01-18T15:43:17Z,2024-01-18T16:27:52Z,1,1,1,2,,2,1,2,4,4,4,4,4,,,,,,1,2,2,2,2,1,2,2,2,2,,,,,,,,,,1,2,1,1,4,3,4,,,,,,4,1,4,1,1,,,,,,1,,2,,,,,,,,2,,1,1,3,3,3,3,2,4,1,4,4,1,1,4,,,,,,2,,1,4,,3,3,3,3,1,1,1,1,1,1,2,,,,,3,,,,,,,,,1,1,1,1,2,1,3,3,2,3,3,1,3,5,2,3,1,1,5,2,,1,99,99,1,5,1,2,1,6,3,1,1,2,3,1,3,2,2,2,1.2234615603657637
144036,2024-01-18T17:33:54Z,2024-01-18T17:50:09Z,2,1,2,,2,2,1,2,,,,,,4,4,4,4,2,1,,,,,,,,,,1,4,4,2,1,3,2,1,2,1,2,,,,,,1,4,1,1,1,,,,,,2,1,1,1,4,,2,4,3,1,2,4,1,1,1,,2,2,4,2,1,3,1,2,4,2,,,,,,1,1,2,4,4,,1,1,,1,1,1,2,2,1,1,,,,,,1,2,1,2,3,,,,,,,,,1,1,1,1,2,2,3,5,5,1,1,1,3,7,3,3,2,2,3,2,,1,1,1,1,2,1,1,1,5,1,,1,1,1,8,1,3,2,2,1.146135486365455
145364,2024-01-18T07:40:37Z,2024-01-18T07:48:53Z,1,1,2,,2,2,1,2,,,,,,3,4,4,2,3,1,,,,,,,,,,2,2,3,2,2,2,2,2,2,1,2,,,,,,2,3,2,3,1,,,,,,3,2,2,1,3,,2,3,3,2,3,3,1,2,2,,2,3,2,2,3,2,1,2,3,2,,,,,,1,3,2,4,4,,2,2,,1,1,1,1,1,1,1,,,,,,3,1,1,2,3,,,,,,,,,1,2,2,2,2,2,3,5,4,2,1,1,1,2,3,3,1,3,2,2,,1,1,1,1,1,2,2,2,3,1,,1,1,1,9,2,2,2,3,1.0998446683930054
145447,2024-01-17T16:54:50Z,2024-01-17T17:09:13Z,2,1,2,,1,1,1,3,,,,,,2,2,2,1,1,1,,,,,,,,,,2,2,2,3,1,3,3,3,3,1,2,,,,,,2,2,3,2,3,,,,,,2,3,2,2,1,,1,1,1,4,4,4,4,4,3,,1,1,1,2,2,3,3,2,1,1,,,,,,2,3,1,3,3,,2,2,,1,1,2,1,2,1,3,,,,,,1,1,2,1,3,,,,,,,,,4,4,4,4,2,1,1,5,5,1,2,1,3,6,2,4,2,1,6,2,,1,1,1,1,1,1,1,1,4,3,2,2,3,1,9,3,2,2,3,1.1099217642456836
145887,2024-01-17T16:46:54Z,2024-01-17T17:12:32Z,1,1,2,,2,2,99,3,,,,,,3,3,3,4,3,1,,,,,,,,,,99,4,2,3,1,3,3,1,3,1,2,,,,,,99,99,99,99,99,,,,,,2,1,2,1,2,,1,3,2,1,1,1,2,1,1,,1,3,2,2,2,2,1,2,1,1,,,,,,1,2,4,1,4,,3,2,,1,2,1,2,1,1,1,,,,,,4,2,1,4,3,,,,,,,,,5,3,1,1,99,99,3,5,3,2,3,1,4,9,2,4,2,99,99,2,,1,1,1,1,99,2,2,2,4,99,99,9,9,1,6,3,,2,2,1.9903669538640172
146784,2024-01-17T18:04:03Z,2024-01-17T18:15:43Z,2,1,2,,2,2,1,2,,,,,,4,4,4,4,4,1,,,,,,,,,,1,4,4,2,2,4,4,2,2,1,2,,,,,,1,4,2,3,1,,,,,,3,2,2,1,2,,2,4,2,1,1,1,3,1,1,,2,2,2,2,2,2,3,2,1,1,,,,,,1,1,3,4,4,,1,1,,1,1,1,3,1,1,1,,,,,,1,1,1,3,3,,,,,,,,,1,3,1,1,2,1,4,5,3,1,1,2,4,9,2,3,1,2,3,1,97,1,4,3,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,0.1973659116332873
149866,2024-01-17T18:57:12Z,2024-01-17T19:13:09Z,2,1,1,2,,2,1,2,4,4,4,4,4,,,,,,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,1,1,1,1,,,,,,1,1,1,1,1,,,,,,1,,4,,,,,,,,2,,2,3,3,3,3,3,99,3,2,4,4,4,3,4,,,,,,2,,3,4,,3,1,3,1,1,1,1,4,4,4,4,,,,,3,,,,,,,,,5,4,2,1,2,1,1,4,5,5,99,2,1,1,3,4,2,3,2,2,,99,1,1,99,2,2,99,2,6,1,,1,1,1,1,2,1,2,2,1.1002315259811513
150197,2024-01-17T18:38:26Z,2024-01-17T18:51:17Z,2,1,1,2,,2,1,2,3,4,3,4,4,,,,,,2,2,2,2,2,1,2,2,2,2,,,,,,,,,,1,2,3,1,2,3,2,,,,,,3,2,3,2,2,,,,,,1,,3,,,,,,,,2,,2,2,2,3,3,1,2,3,2,3,4,2,2,1,,,,,,2,,3,4,,1,1,2,2,1,1,1,1,4,3,3,,,,,3,,,,,,,,,1,3,1,1,2,1,3,5,5,1,1,1,2,3,2,3,1,2,3,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,5,1,1,1,2,1.293761714884564
152957,2024-01-17T15:53:03Z,2024-01-17T16:13:18Z,3,1,1,2,,1,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,1,1,1,1,1,,,,,,1,1,1,1,1,,,,,,1,,4,,,,,,,,1,,2,4,3,3,3,3,2,1,2,1,1,2,1,1,,,,,,3,,3,2,,1,1,1,1,1,3,2,2,4,4,4,,,,,3,,,,,,,,,4,3,2,2,2,2,3,3,3,3,3,2,3,6,99,4,2,3,1,2,,1,1,1,1,1,2,1,2,5,2,,2,3,1,1,3,,2,1,1.2402390828498662
153346,2024-01-17T17:07:15Z,2024-01-17T17:38:53Z,2,1,1,2,,2,1,2,4,4,4,4,4,,,,,,2,1,2,2,2,1,2,2,1,2,,,,,,,,,,1,1,1,1,1,2,1,,,,,,1,1,4,1,3,,,,,,1,,4,,,,,,,,2,,2,2,2,2,2,1,2,4,4,4,1,1,4,1,,,,,,2,,1,4,,1,1,1,3,1,1,1,1,3,1,2,,,,,3,,,,,,,,,1,1,1,1,2,1,3,5,5,1,1,1,4,8,1,4,1,1,6,2,,1,2,2,1,1,1,1,1,2,1,,1,1,1,8,2,1,1,2,0.10659200352503201
154730,2024-01-17T16:54:25Z,2024-01-17T17:15:55Z,2,1,2,,2,2,1,2,,,,,,3,4,4,4,4,1,,,,,,,,,,2,4,4,4,2,3,3,3,3,1,2,,,,,,1,3,1,2,1,,,,,,2,1,1,1,1,,2,4,2,1,3,2,2,1,2,,2,2,3,2,2,2,1,2,3,2,,,,,,1,1,4,4,4,,1,2,,1,2,1,2,1,1,1,,,,,,1,1,1,2,3,,,,,,,,,2,2,1,1,1,1,3,5,4,1,1,1,3,5,2,4,1,1,6,2,,1,2,2,1,3,1,2,1,3,1,,1,1,1,9,2,4,2,3,0.14585415819793748
155464,2024-01-17T21:51:45Z,2024-01-17T22:12:08Z,3,1,1,2,,1,1,1,1,1,1,1,1,,,,,,1,2,1,1,1,1,1,2,1,2,,,,,,,,,,1,1,1,2,1,1,1,,,,,,2,1,1,1,1,,,,,,2,,1,,,,,,,,1,,1,3,1,1,3,3,2,2,2,1,1,1,4,1,,,,,,4,,5,2,,1,1,2,2,1,3,3,3,4,2,1,,,,,3,,,,,,,,,1,3,4,4,2,1,2,5,3,2,3,1,4,9,1,3,2,3,2,2,,1,1,1,1,3,10,,3,6,2,,2,4,1,1,4,,2,1,1.978702324799201
155606,2024-01-18T21:27:53Z,2024-01-18T21:55:30Z,2,1,2,,1,2,2,2,,,,,,3,2,3,4,3,1,,,,,,,,,,1,2,3,2,2,1,2,2,2,1,2,,,,,,1,3,1,2,1,,,,,,2,2,2,1,2,,1,2,3,2,2,3,3,2,3,,1,2,4,2,2,3,1,1,2,1,,,,,,1,1,2,2,3,,1,3,,1,1,2,1,1,1,3,,,,,,1,1,2,1,3,,,,,,,,,3,5,2,2,2,1,2,5,5,5,5,1,3,5,1,4,1,1,5,2,,1,1,1,1,1,1,2,1,5,1,,1,1,3,6,2,2,2,2,0.878619642844539
156660,2024-01-17T15:53:29Z,2024-01-17T16:04:04Z,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,1,2,1,1,1,1,1,2,1,1,,,,,,,,,,1,1,1,2,2,1,1,,,,,,1,1,2,1,1,,,,,,1,,2,,,,,,,,2,,1,3,3,1,1,1,2,3,2,1,1,1,4,3,,,,,,3,,3,2,,1,1,3,3,2,3,2,2,3,2,1,,,,,3,,,,,,,,,1,3,4,4,2,2,1,5,3,2,1,1,4,9,2,3,1,1,6,2,,1,1,1,1,6,1,2,1,6,2,,2,3,1,5,3,2,2,2,1.0196767788156889
158846,2024-01-17T21:39:47Z,2024-01-17T22:05:40Z,1,1,2,,2,2,1,2,,,,,,4,4,4,4,3,1,,,,,,,,,,3,4,3,4,2,4,3,4,3,1,2,,,,,,1,2,2,1,1,,,,,,1,1,2,1,2,,2,3,2,1,2,1,2,1,2,,1,3,4,2,2,2,1,1,1,2,,,,,,1,3,2,4,4,,2,1,,1,2,1,1,1,1,1,,,,,,2,1,1,1,2,1,2,2,2,2,2,,1,,3,1,1,2,1,3,5,3,2,1,2,3,6,3,4,1,3,2,2,,1,1,1,1,3,1,1,1,1,1,,1,1,1,1,1,3,2,1,1.2507137769576469
165452,2024-01-17T18:41:04Z,2024-01-17T19:08:36Z,3,1,2,,2,2,2,3,,,,,,2,2,2,2,2,1,,,,,,,,,,3,2,2,3,2,2,3,2,3,1,2,,,,,,1,2,1,1,1,,,,,,1,1,2,2,1,,1,3,3,1,1,1,2,1,2,,1,3,2,3,2,3,1,2,2,2,,,,,,2,1,1,1,1,,3,3,,2,2,99,99,99,2,1,,,,,,3,3,3,3,1,1,2,2,2,1,1,2,,,3,3,99,2,99,1,99,3,2,3,1,3,5,3,4,2,99,99,2,,1,2,2,1,1,99,2,99,2,2,,2,3,1,99,3,,2,99,0.8905000131628875
167110,2024-01-20T11:28:29Z,2024-01-20T11:45:49Z,1,1,1,2,,2,1,2,4,4,2,4,4,,,,,,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,1,1,2,1,,,,,,1,2,2,1,1,,,,,,1,,4,,,,,,,,1,,2,3,3,3,1,1,2,2,2,4,4,4,2,1,,,,,,3,,1,4,,2,2,2,2,1,1,1,1,4,1,2,,,,,1,1,2,1,1,2,2,2,,,3,2,2,2,1,3,3,3,3,3,2,3,7,3,4,2,3,2,2,,1,1,1,1,5,1,1,1,5,1,,1,1,1,2,1,2,99,99,0.7044345475956022
169249,2024-01-17T18:04:46Z,2024-01-17T18:29:41Z,2,1,1,2,,2,1,3,3,3,3,3,3,,,,,,1,1,2,1,2,1,2,2,1,2,,,,,,,,,,1,2,1,1,1,1,1,,,,,,2,2,1,1,1,,,,,,1,,4,,,,,,,,1,,1,3,3,1,3,3,2,1,1,4,4,1,2,4,,,,,,4,,2,4,,1,1,1,1,1,1,3,3,2,3,3,,,,,2,2,2,2,2,1,2,,1,,3,3,3,2,1,2,5,3,1,1,1,4,8,1,4,2,2,3,2,,1,1,1,1,3,2,2,2,4,2,,2,3,1,1,3,,2,2,1.389459125789143
171264,2024-01-18T18:32:41Z,2024-01-18T20:02:02Z,1,1,1,1,,1,1,1,1,2,1,1,2,,,,,,1,1,1,1,2,1,2,2,2,2,,,,,,,,,,99,1,1,2,1,1,1,,,,,,2,1,1,1,2,,,,,,2,,2,,,,,,,,1,,1,2,3,1,1,3,2,1,2,2,3,2,4,4,,,,,,3,,3,2,,1,1,1,2,3,3,3,1,1,3,3,,,,,3,,,,,,,,,4,99,4,4,2,1,1,5,5,1,1,1,3,6,3,4,1,1,5,2,,1,2,2,1,1,1,2,1,1,2,,2,3,1,5,2,3,2,99,0.08806753427779196
174032,2024-01-18T06:25:47Z,2024-01-18T06:44:37Z,2,1,1,2,,2,1,2,4,4,4,4,4,,,,,,1,1,1,1,1,1,1,2,1,1,,,,,,,,,,1,2,1,2,1,2,1,,,,,,1,1,3,1,2,,,,,,1,,4,,,,,,,,2,,1,1,3,1,1,2,1,3,2,3,3,4,4,3,,,,,,2,,3,4,,1,1,1,2,1,1,1,1,3,2,3,,,,,3,,,,,,,,,1,3,1,1,1,1,2,5,3,2,1,1,3,7,3,3,1,3,2,2,,1,1,1,1,5,1,2,1,6,1,,1,1,1,9,2,1,2,3,1.2611396132836656
175363,2024-01-16T17:34:08Z,2024-01-17T09:49:28Z,1,1,2,,2,2,1,2,,,,,,4,4,4,4,4,1,,,,,,,,,,4,4,4,4,1,4,4,2,4,1,2,,,,,,1,4,4,1,1,,,,,,4,2,2,1,2,,2,2,2,1,4,3,1,1,2,,1,1,3,3,3,1,2,2,4,1,,,,,,1,1,3,3,4,,1,3,,1,1,1,2,1,1,1,,,,,,4,2,3,2,3,,,,,,,,,1,5,3,2,2,2,2,5,3,1,1,2,1,2,3,3,1,1,5,2,,1,4,4,1,1,1,1,1,5,4,1,1,1,1,8,1,2,1,2,1.129565711755574
176890,2024-01-18T08:46:57Z,2024-01-18T08:56:31Z,3,1,1,2,,2,1,2,2,4,2,3,3,,,,,,1,1,2,2,1,1,1,1,1,1,,,,,,,,,,1,2,2,1,1,2,1,,,,,,2,1,2,1,3,,,,,,1,,2,,,,,,,,1,,3,3,2,3,2,1,2,1,1,3,1,2,3,1,,,,,,1,,2,4,,1,1,2,1,1,1,1,1,3,1,1,,,,,3,,,,,,,,,1,2,1,2,2,1,2,5,5,2,1,1,3,5,2,4,1,1,6,2,,1,1,1,1,1,1,1,1,5,1,,1,2,1,99,3,2,2,99,0.9196778387044897
179979,2024-01-17T15:47:57Z,2024-01-17T16:10:25Z,3,1,1,2,,2,1,2,3,4,3,3,4,,,,,,2,1,2,2,2,1,2,1,1,2,,,,,,,,,,2,2,2,1,2,2,1,,,,,,3,2,3,2,2,,,,,,1,,3,,,,,,,,1,,1,1,3,3,3,2,2,3,1,3,2,2,3,1,,,,,,3,,3,4,,1,1,1,2,2,1,1,1,3,2,3,,,,,3,,,,,,,,,4,4,1,1,2,1,3,5,4,2,1,2,2,4,3,4,2,3,2,2,,1,1,1,1,5,1,2,1,6,1,,1,1,3,1,1,3,2,1,0.924214356587086
181573,2024-01-17T18:27:31Z,2024-01-17T18:53:18Z,2,1,2,,1,2,2,2,,,,,,4,3,3,4,2,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,2,2,2,1,2,,,,,,2,1,2,2,1,,1,3,3,2,2,2,2,2,2,,1,1,4,1,1,2,1,2,2,3,,,,,,2,2,2,3,3,,3,3,,3,2,2,2,2,2,3,,,,,,4,4,4,4,2,2,2,2,2,2,1,,1,,3,2,2,2,1,4,5,3,3,2,2,4,9,3,4,2,3,1,1,1,1,1,3,1,1,3,1,4,3,1,,1,1,1,4,2,3,1,1,1.4335442066521833
182804,2024-01-17T16:01:05Z,2024-01-17T16:11:38Z,2,1,1,1,,1,1,1,1,2,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,2,2,2,1,1,,,,,,2,2,1,2,3,,,,,,1,,2,,,,,,,,1,,1,3,1,1,1,3,2,1,2,1,1,1,4,1,,,,,,3,,3,4,,1,1,1,2,3,3,3,1,1,2,1,,,,,1,1,2,1,2,2,2,3,,,3,4,4,2,2,1,5,5,1,1,1,1,1,2,2,1,1,6,2,,1,1,1,1,1,5,,4,2,3,2,2,3,1,9,3,2,1,3,0.8669399442148044
184735,2024-01-17T20:58:36Z,2024-01-17T21:43:50Z,2,1,2,,2,2,1,2,,,,,,4,4,4,4,4,1,,,,,,,,,,2,4,4,2,1,4,3,2,4,1,2,,,,,,1,2,2,1,1,,,,,,2,3,3,1,4,,2,4,2,1,3,2,1,1,2,,1,2,2,2,3,3,1,2,3,1,,,,,,1,2,2,3,3,,1,4,,1,1,1,1,2,1,1,,,,,,2,1,1,2,3,,,,,,,,,2,4,1,1,2,2,3,5,3,3,1,1,3,5,2,3,2,1,6,2,,4,3,5,4,1,1,1,1,2,1,,1,1,1,9,2,1,1,3,0.15191201145856492
185008,2024-01-19T16:58:08Z,2024-01-19T17:27:09Z,2,1,1,2,,2,1,2,3,4,3,3,4,,,,,,1,1,2,2,1,1,1,1,1,2,,,,,,,,,,1,99,3,1,1,2,1,,,,,,1,2,3,1,2,,,,,,1,,2,,,,,,,,2,,1,1,3,1,1,3,2,3,1,2,2,1,2,4,,,,,,2,,2,4,,1,1,2,1,1,1,1,1,3,3,1,,,,,2,1,1,2,2,2,99,,2,,2,1,1,2,2,2,5,3,3,2,1,3,5,2,3,1,1,5,2,,1,1,1,1,1,1,2,1,5,1,,1,2,1,2,3,2,2,1,1.0664489497780374
185159,2024-01-17T19:03:29Z,2024-01-17T19:14:43Z,1,1,1,1,,1,2,1,1,3,2,2,2,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,2,2,2,1,1,,,,,,2,1,2,2,2,,,,,,1,,2,,,,,,,,1,,1,3,3,3,1,3,2,2,2,3,1,2,3,1,,,,,,3,,3,3,,1,1,1,2,1,3,4,1,1,1,3,,,,,3,,,,,,,,,3,4,4,4,2,1,2,5,4,1,1,1,4,9,1,4,1,1,6,2,,1,1,1,1,6,12,,3,5,3,2,2,3,1,9,3,1,2,2,0.8629018329972582
185394,2024-01-18T07:14:13Z,2024-01-18T07:25:23Z,1,1,2,,1,1,2,1,,,,,,2,2,3,1,2,1,,,,,,,,,,4,2,1,3,1,2,4,3,4,1,1,,,,,,2,1,1,2,2,,,,,,1,3,1,2,1,,1,2,2,2,3,2,4,2,4,,1,1,3,3,1,1,3,2,2,2,,,,,,4,1,1,1,1,,4,3,,3,1,1,1,1,2,3,,,,,,1,1,3,1,3,,,,,,,,,1,2,4,4,2,2,1,5,3,5,3,1,2,3,2,4,1,1,5,2,,1,3,5,1,2,9,,3,6,2,,2,4,1,2,5,2,2,2,0.09448243389048659
185944,2024-01-18T19:44:49Z,2024-01-18T20:10:42Z,2,1,1,2,,2,2,3,2,2,3,3,3,,,,,,1,1,1,1,1,1,1,2,1,2,,,,,,,,,,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,,,,2,,2,,,,,,,,1,,2,4,3,3,3,2,2,1,1,2,1,2,4,4,,,,,,4,,4,2,,99,99,99,99,99,1,99,99,99,99,99,,,,,2,1,1,1,1,1,2,,1,,4,1,4,2,2,99,5,1,3,1,1,3,5,1,3,2,3,2,2,,4,5,4,4,4,6,,4,3,2,,2,4,1,6,5,,2,2,1.152886140175592
188109,2024-01-17T17:31:38Z,2024-01-17T17:45:30Z,2,1,2,,1,1,1,1,,,,,,1,2,1,1,1,2,,,,,,,,,,3,3,1,2,2,3,2,2,3,1,1,,,,,,1,1,1,1,2,,,,,,1,2,2,1,1,,1,2,1,3,2,1,3,3,3,,1,1,3,1,3,1,2,1,2,1,,,,,,4,3,1,1,1,,3,1,,2,1,1,2,1,1,3,,,,,,1,1,2,1,2,1,2,1,1,1,2,,1,,1,4,4,2,1,1,5,3,4,4,1,2,3,2,4,1,1,5,2,,1,2,2,1,1,1,2,1,4,2,,2,4,1,9,5,2,2,2,0.20400307233512743
188245,2024-01-17T15:54:18Z,2024-01-17T16:23:55Z,1,1,1,2,,1,1,1,1,2,2,1,2,,,,,,1,1,1,1,1,1,2,1,1,2,,,,,,,,,,1,1,1,2,1,1,1,,,,,,1,1,1,1,2,,,,,,2,,2,,,,,,,,1,,2,2,2,1,2,1,2,1,1,1,1,1,4,1,,,,,,3,,2,4,,1,2,1,1,2,3,2,2,3,2,1,,,,,3,,,,,,,,,1,2,4,3,2,1,3,5,5,1,1,1,3,5,2,4,2,3,2,2,,1,1,1,1,5,2,2,2,1,2,,2,3,1,2,3,2,2,2,0.824334223841353
191081,2024-01-17T15:44:13Z,2024-01-17T15:52:22Z,1,1,2,,1,2,1,2,,,,,,3,4,3,4,3,2,,,,,,,,,,2,3,3,3,2,2,3,2,3,1,2,,,,,,1,4,1,2,1,,,,,,2,1,1,1,2,,2,3,2,1,2,1,1,1,1,,1,1,3,2,1,1,2,2,2,2,,,,,,1,2,3,4,4,,2,3,,1,1,1,2,2,1,1,,,,,,1,1,1,2,3,,,,,,,,,1,4,1,2,2,2,3,4,3,3,2,1,2,4,3,3,1,2,3,2,,1,1,1,1,1,2,2,2,4,3,1,1,1,1,9,2,2,1,3,0.9269181231740291
191336,2024-01-18T08:31:07Z,2024-01-18T08:43:26Z,1,1,2,,2,1,2,3,,,,,,2,3,2,2,2,1,,,,,,,,,,2,2,1,2,1,1,2,1,3,1,2,,,,,,1,2,2,1,1,,,,,,1,3,2,1,2,,2,4,3,1,1,1,4,1,2,,1,1,1,3,3,1,3,2,1,2,,,,,,3,2,2,1,1,,4,4,,2,2,2,1,2,2,3,,,,,,4,4,4,4,3,,,,,,,,,4,5,3,3,2,1,1,5,4,3,1,1,1,2,1,3,1,3,2,2,,1,1,1,1,3,2,2,2,2,2,,2,4,2,4,4,3,2,2,1.120707332705091
