QKEY,INTERVIEW_START_W145,INTERVIEW_END_W145,DEVICE_TYPE_W145,LANG_W145,FORM_W145,ECON_SIT_W145,CHILDREN_BETTEROFF2_W145,SATISFIED_DEMOCRACY_W145,FAV_US_W145,FAV_CHINA_W145,FAV_EU_W145,FAV_UN_W145,FAV_NATO_W145,FAV_RUSSIA_W145,FAV_INDIA_W145,FAV_MEXICO_W145,FAV_BRAZIL_W145,FAV_UK_W145,FAV_GERMANY_W145,FAV_FRANCE_W145,PARTYFAV_REP_W145,PARTYFAV_DEM_W145,CONFID_XI_W145,CONFID_PUTIN_W145,CONFID_MACRON_W145,CONFID_ZELENSKYY_W145,CONFID_NETANYAHU_W145,PROB_RICH_POOR_W145,PROB_GEN_UNEQUAL_W145,PROB_RACEDISCRIM_W145,PROB_RELDISCRIM_W145,PROB_MISINFORMATION_W145,FREE_PRESS_W145,FREE_SPEECH_W145,FREE_INTERNET_W145,FREEDOM_PRESS_W145,FREEDOM_SAY_W145,FREEDOM_INTERNET_W145,INEQUALITY_MERIT_W145,INEQUALITY_OPP_W145,INEQUALITY_DISCRIM_W145,INEQUALITY_AUTOMATION_W145,INEQUALITY_EDU_W145,INEQUALITY_RICH_W145,ECONSYS_REFORM_W145,USDEMOCRACY_EXAMPLE_W145,PREZFP_W145,USRESPECT_IMPORT_W145,LRNGFP_a_W145,LRNGFP_b_W145,LRNGFP_c_W145,LRNGFP_d_W145,LRNGFP_e_W145,LRNGFP_f_W145,LRNGFP_g_W145,LRNGFP_h_W145,LRNGFP_i_W145,LRNGFP_j_W145,LRNGFP_k_W145,LRNGFP_l_W145,LRNGFP_m_W145,LRNGFP_n_W145,LRNGFP_o_W145,LRNGFP_p_W145,LRNGFP_q_W145,LRNGFP_r_W145,LRNGFP_s_W145,LRNGFP_t_W145,LRNGFP_u_W145,LRNGFP_v_W145,US_EURO_SEC_W145,US_EURO_ECON_W145,US_EURO_DEM_W145,GROWINFLU1_CHINA_W145,GROWINFLU1_RUSSIA_W145,GROWINFLU1_INDIA_W145,GROWINFLU1_GERMANY_W145,GROWINFLU1_FRANCE_W145,GROWINFLU1_UK_W145,GROWINFLU1_IRAN_W145,GROWINFLU1_BRAZIL_W145,GROWINFLU1_COUNTRY_W145,GROWINFLU2_NATO_W145,GROWINFLU2_EU_W145,GROWINFLU2_UN_W145,CHINA_US_ENEMY_W145,RUSSIA_US_ENEMY_W145,BRDERJOB_W145,BRDERJOB_MEX_W145,CHINA_INFLU_ECON_W145,CHINA_INFLU_ECON2_W145,CHINA_DISPUTES_W145,NATIONALITY_RELIG_W145,NATIONALITY_BORN_W145,NATIONALITY_LANG_W145,NATIONALITY_CUSTOM_W145,BENEFITORG_NATO_W145,BENEFITORG_UN_W145,BENEFITORG_WHO_W145,UNISGZ_AID_W145,UNISGZ_CEASEFIRE_W145,EU_DEF_SPEND_W145,UKR_SPRT_W145,UKR_NATSEC_W145,UA_CONC_b_W145,UA_CONC_d_W145,SSDO_PRIORITIES_W145,SSDO_PUSH_W145,SSDO_IDEAL_W145,SSDO_DOMINATE_W145,CLASS_W145,CLASS2_W145,NATO_REGION_W145,NATO_FOCUS_W145,NATO_KNOW_W145,NEWSSOCIETY_W145,NEWSCORP_W145,NEWSGOVT_W145,NEWSRESTRICT_W145,NEWSPROTECT_W145,BESTAGE_MARRY_W145,BESTAGE_CHILD_W145,BESTAGE_HOUSE_W145,BESTAGE_RETIRE_W145,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W145
155832,2024-04-02T15:27:00Z,2024-04-02T16:09:40Z,3,1,1,4,2,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,99,2,2,2,1,2,1,1,2,1,1,2,,,,,,,,,,,,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,4,,1,2,2,2,2,2,2,2,2,2,1,1,99,1,1,2,3,2,4,3,2,5,5,5,2,1,1,3,2,96,96,96,96,1,3,5,2,4,2,1,5,2,,1,1,1,1,1,1,1,1,5,3,1,1,1,1,8,2,3,2,2,1.3864227210142064
157570,2024-04-02T17:44:02Z,2024-04-02T18:10:14Z,2,1,1,4,2,4,1,4,4,4,4,4,4,4,4,2,2,2,3,4,4,2,2,4,4,1,2,3,3,1,1,1,1,3,2,2,3,1,2,2,1,1,2,2,1,1,1,3,3,2,2,1,1,3,2,2,2,,,,,,,,,,,,1,1,1,1,3,3,2,3,3,1,2,2,2,2,2,3,2,4,4,1,2,3,4,1,1,1,3,3,4,3,4,1,99,2,4,4,2,2,99,4,4,,4,4,4,1,1,1,2,1,96,96,96,68,1,4,9,2,4,2,3,2,2,,1,1,1,1,5,2,2,2,6,3,1,1,2,1,4,3,1,2,2,1.08345186389581
160170,2024-04-03T00:06:06Z,2024-04-03T00:23:41Z,2,1,1,3,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,2,3,2,2,2,3,2,1,2,1,2,2,1,3,2,2,3,2,1,2,2,1,1,1,2,2,2,2,1,2,1,1,1,2,,,,,,,,,,,,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,5,2,2,2,3,2,1,2,3,3,3,3,3,1,2,1,3,3,2,2,3,3,3,1,5,4,5,2,2,2,4,2,96,96,96,96,1,2,4,2,4,1,2,3,2,,1,1,1,1,1,10,,3,5,3,1,1,1,1,6,2,2,2,2,1.2340446320951228
165171,2024-04-05T15:09:03Z,2024-04-05T15:23:34Z,1,1,1,3,2,4,3,4,3,3,4,3,3,4,4,3,3,3,3,4,2,2,2,2,2,1,3,99,3,1,2,1,2,3,4,4,1,2,3,1,3,1,2,2,1,3,1,2,3,1,3,1,1,2,1,1,1,,,,,,,,,,,,1,3,3,1,2,2,2,2,2,2,1,3,2,2,2,3,3,4,4,1,2,1,4,3,3,3,2,2,1,4,4,1,3,2,1,1,2,3,2,4,4,,4,4,2,1,1,1,1,2,25,25,25,62,1,1,2,1,3,1,1,6,2,,1,1,1,1,1,4,2,4,3,1,,1,1,1,7,2,2,2,2,1.0981359438399392
165452,2024-04-03T15:09:34Z,2024-04-03T15:38:51Z,3,1,1,2,99,3,2,3,2,2,3,4,3,2,2,2,3,3,4,2,3,4,3,2,4,2,2,2,3,3,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,2,1,1,,,,,,,,,,,,1,2,1,3,3,2,3,2,3,3,3,2,1,3,2,2,3,3,2,2,2,2,99,99,99,99,2,2,2,4,3,1,1,1,2,3,1,2,4,4,3,3,5,5,4,2,1,2,3,99,99,99,99,99,1,3,5,3,4,2,99,99,2,,1,2,2,1,1,99,2,99,2,2,,2,3,1,99,3,,2,99,1.4590813301380634
171264,2024-04-03T13:45:47Z,2024-04-03T14:39:26Z,1,1,1,1,1,2,1,3,2,2,1,4,2,2,3,2,2,2,4,2,4,4,1,1,3,2,1,1,2,1,1,3,3,1,2,1,4,1,1,2,2,1,2,2,1,1,1,1,3,1,1,1,2,1,1,1,2,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,3,1,1,3,3,3,3,3,1,3,3,2,3,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,4,1,4,4,,4,4,4,1,2,4,2,1,21,25,21,65,1,3,6,3,4,1,1,5,2,,1,2,2,1,1,1,2,1,1,2,,2,3,1,5,2,3,2,99,0.0677611113966325
174032,2024-04-02T17:23:17Z,2024-04-02T17:57:56Z,2,1,1,4,2,4,2,3,2,2,2,4,2,4,2,2,2,2,2,4,3,4,2,2,2,3,3,3,3,1,2,1,1,2,2,1,4,4,3,1,2,3,2,2,1,1,1,2,3,1,2,2,1,2,3,1,3,,,,,,,,,,,,1,2,2,1,1,3,1,3,3,3,3,2,3,3,3,3,3,4,4,2,2,2,2,1,1,2,2,2,2,2,3,3,4,2,3,3,2,2,3,3,3,2,5,1,5,3,1,1,4,2,20,20,25,60,1,3,7,3,3,1,3,2,2,,1,1,1,1,5,1,2,1,6,1,,1,1,1,9,2,1,2,3,1.426339678085166
179979,2024-04-03T01:14:04Z,2024-04-03T01:31:31Z,3,1,1,3,2,3,1,4,2,2,3,4,2,2,2,1,2,2,1,3,4,3,2,3,2,2,3,3,3,2,1,1,2,2,1,1,2,2,3,3,2,1,3,1,1,1,3,2,2,1,2,1,1,2,2,1,2,,,,,,,,,,,,1,1,2,1,3,1,3,2,3,1,3,3,2,2,2,3,3,4,3,2,2,2,2,3,2,2,3,3,3,3,4,1,3,1,3,3,2,2,2,4,3,2,5,4,5,2,1,1,3,2,25,25,30,96,2,2,4,3,4,2,3,2,2,,1,1,1,1,5,1,2,1,6,1,,1,1,3,1,1,3,2,1,1.0566212356115174
183145,2024-04-02T19:51:51Z,2024-04-02T20:11:40Z,2,1,2,3,2,3,2,4,3,3,2,4,3,4,3,2,2,3,2,2,3,3,2,2,2,2,3,3,3,1,1,2,2,2,2,2,2,2,3,3,1,1,3,2,1,2,,,,,,,,,,,,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,3,3,1,3,2,1,2,3,3,3,4,3,2,2,1,2,2,1,2,1,2,2,2,3,1,4,1,1,1,2,3,2,4,4,,4,4,5,2,2,1,3,1,96,25,30,70,1,3,5,2,4,2,2,4,2,,1,1,1,1,5,12,,3,5,3,1,1,1,1,2,2,2,1,1,1.274146927360233
184735,2024-04-02T15:39:33Z,2024-04-02T16:17:27Z,2,1,1,3,2,3,3,3,3,2,2,4,2,3,2,2,2,3,2,4,4,4,3,2,3,1,3,2,2,1,1,1,1,1,2,2,4,2,3,3,1,1,2,2,1,3,1,2,3,2,3,2,2,2,1,1,3,,,,,,,,,,,,2,3,3,1,1,1,3,2,2,1,1,2,2,2,2,3,3,4,4,2,2,2,1,4,2,1,3,3,2,3,4,1,4,3,3,3,3,3,2,4,2,,4,4,5,2,1,1,4,1,96,96,96,96,1,3,5,2,3,2,1,6,2,,4,3,5,4,1,1,1,1,2,1,,1,1,1,9,2,1,1,3,0.13245544791880004
185394,2024-04-04T07:05:17Z,2024-04-04T07:16:46Z,1,1,2,2,2,3,2,3,2,2,2,4,2,2,2,2,2,2,3,2,2,4,2,2,3,1,2,2,3,1,1,1,2,2,2,2,3,1,1,2,2,1,2,2,1,2,,,,,,,,,,,,1,2,2,1,2,1,2,1,3,1,2,1,1,1,1,2,1,2,3,3,3,3,2,1,3,3,2,3,3,3,2,2,2,4,3,4,3,1,2,1,3,3,3,2,1,3,3,1,4,1,4,4,,4,4,4,1,1,1,2,1,96,30,96,96,1,2,3,2,4,1,1,5,2,,1,3,5,1,2,9,,3,6,2,,2,4,1,2,5,2,2,2,0.07989709200708574
186956,2024-04-03T00:13:26Z,2024-04-03T00:48:09Z,2,1,2,4,2,99,2,4,3,4,99,4,3,3,3,3,3,3,1,4,4,3,3,3,2,2,3,3,2,1,1,1,1,2,3,2,1,2,3,2,1,1,3,1,1,1,,,,,,,,,,,,1,2,1,1,2,2,1,99,1,2,99,1,2,1,1,2,99,99,99,3,1,99,2,99,1,1,3,2,4,4,1,2,1,3,1,1,2,2,4,4,3,3,4,1,3,3,3,2,2,99,4,3,1,4,4,4,1,1,1,1,1,25,28,32,96,1,4,9,2,3,2,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,6,1,2,1,99,1.332452689901385
188109,2024-04-02T17:19:16Z,2024-04-02T17:58:18Z,2,1,1,1,1,1,1,4,4,2,2,4,4,4,3,2,2,2,4,1,4,4,1,1,4,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,3,2,1,1,1,1,2,1,1,1,1,1,2,1,1,,,,,,,,,,,,1,1,1,1,1,3,2,2,3,3,2,2,1,2,2,2,3,4,4,2,2,1,3,1,1,1,2,1,2,3,4,1,2,1,1,1,2,4,1,4,3,1,4,4,4,1,1,1,1,2,31,32,35,63,1,2,3,2,4,1,1,5,2,,1,2,2,1,1,1,2,1,4,2,,2,4,1,9,5,2,2,2,0.13218921249858787
188245,2024-04-02T15:24:41Z,2024-04-02T15:52:14Z,1,1,1,2,1,2,2,4,2,2,2,4,3,3,2,2,2,2,4,2,4,4,2,2,4,1,1,1,1,1,1,99,99,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,,,,,,,,,,,,1,1,1,1,1,3,3,3,3,1,3,3,3,3,3,3,3,3,4,2,2,2,3,4,2,2,1,1,1,4,4,1,4,2,1,1,1,4,1,4,3,2,5,4,5,1,2,1,2,2,26,28,25,96,1,3,5,2,4,2,3,2,2,,1,1,1,1,5,2,2,2,1,2,,2,3,1,2,3,2,2,2,1.142918628361995
190780,2024-04-04T11:06:57Z,2024-04-04T11:18:44Z,2,1,2,2,1,2,1,3,1,1,1,4,2,1,2,1,1,2,4,1,4,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,1,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,3,2,2,2,1,3,2,1,2,3,2,2,3,5,1,2,1,4,4,2,3,1,1,1,3,3,1,2,1,2,2,1,1,4,4,3,2,4,4,5,1,2,2,2,1,96,96,96,96,1,3,5,2,3,2,2,3,2,,1,5,4,1,5,2,2,2,5,2,,2,4,1,4,4,1,2,1,1.3512546516152943
191063,2024-04-03T12:43:24Z,2024-04-03T12:54:54Z,1,1,1,2,2,3,2,4,3,3,2,4,4,4,3,2,3,3,3,3,4,4,3,2,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,1,3,2,1,2,1,2,2,1,2,1,2,1,2,1,2,,,,,,,,,,,,1,1,2,1,1,3,3,3,3,1,3,3,2,2,2,3,3,4,4,1,2,2,3,3,1,2,2,2,2,3,3,1,3,1,3,3,2,3,2,3,3,2,5,1,4,2,2,2,3,2,96,96,96,96,2,3,7,3,3,2,2,3,2,,1,1,1,1,1,2,2,2,5,3,1,1,2,1,5,3,2,2,2,1.3959732558916744
191336,2024-04-02T19:09:54Z,2024-04-02T19:26:35Z,1,1,2,3,1,2,1,2,2,2,2,3,2,2,2,2,2,2,4,2,5,3,5,2,5,1,3,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,,,,,,,,,,,,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3,2,2,3,5,2,2,5,3,3,3,3,3,2,2,5,5,4,4,3,3,3,1,4,1,4,4,,5,5,5,2,2,2,4,1,96,30,96,96,1,1,2,1,3,1,3,2,2,,1,1,1,1,3,2,2,2,2,2,,2,4,2,4,4,3,2,2,1.6493403163914722
192294,2024-04-04T15:44:39Z,2024-04-04T15:57:51Z,2,1,2,3,2,3,3,3,3,2,3,4,2,2,2,2,2,2,3,3,2,4,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,,,,,,,,,,,,2,1,1,2,1,2,1,2,2,2,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,3,3,3,2,2,3,4,1,2,2,3,3,2,2,3,2,3,2,2,2,2,4,2,4,2,,1,1,2,1,2,2,4,1,30,30,35,97,1,2,4,1,3,2,1,6,2,,1,1,1,1,6,2,2,2,99,3,2,2,3,3,1,3,1,2,2,1.1147061388285564
194477,2024-04-03T14:13:17Z,2024-04-03T15:50:46Z,2,1,1,3,1,3,3,4,3,4,3,4,3,2,99,2,3,4,4,3,4,4,5,4,4,1,2,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,,,,,,,,,,,,1,1,1,1,1,99,1,1,3,1,1,1,2,3,2,3,3,4,2,1,99,1,1,4,1,1,2,4,2,1,1,2,2,2,1,1,2,1,1,4,3,2,4,5,5,3,2,2,2,99,25,25,40,65,1,4,9,1,3,2,3,2,1,1,4,1,3,4,1,2,2,2,4,2,,2,3,1,3,3,5,2,1,1.8198517080054628
194634,2024-04-02T15:21:17Z,2024-04-02T15:51:02Z,2,1,1,4,2,4,1,4,4,3,4,4,2,4,4,4,2,2,2,3,4,5,5,3,3,2,2,1,3,1,2,4,4,2,2,3,1,4,3,1,3,3,1,3,2,2,1,1,3,3,2,3,1,1,2,1,2,,,,,,,,,,,,99,2,2,3,2,3,3,2,2,2,2,3,2,2,2,2,2,4,2,1,2,5,3,2,1,4,1,1,1,5,5,2,1,2,3,3,2,3,2,2,4,,5,2,1,1,5,1,1,1,96,97,96,60,2,3,5,2,3,2,3,1,2,,1,1,1,1,4,12,,3,5,3,2,2,3,1,1,2,4,2,1,1.242978595798494
195400,2024-04-03T18:55:52Z,2024-04-03T19:20:36Z,1,1,1,3,1,4,2,4,2,4,3,4,2,3,2,2,3,3,2,4,3,3,3,3,2,3,4,3,3,1,1,1,1,1,1,2,4,2,3,2,2,2,3,1,1,1,1,3,2,2,2,99,2,3,2,1,1,,,,,,,,,,,,1,2,2,1,1,3,3,2,3,1,3,2,2,3,3,3,3,4,4,2,2,1,3,4,1,1,3,4,4,3,4,1,1,3,3,2,3,3,3,4,2,,4,4,5,2,2,2,3,2,18,96,96,65,1,4,9,2,4,1,1,5,2,,1,3,5,1,1,7,,4,5,3,1,1,1,1,9,2,5,2,2,0.12607390268253252
196610,2024-04-02T18:38:17Z,2024-04-02T18:53:37Z,2,1,1,2,1,2,3,3,2,2,2,4,2,2,3,2,2,2,2,2,3,4,3,3,4,2,3,2,3,3,1,1,1,1,1,1,3,2,3,3,2,2,3,2,1,2,1,1,2,1,2,1,2,1,1,1,1,,,,,,,,,,,,1,1,2,1,1,1,3,3,2,1,3,2,1,3,3,2,3,3,3,2,2,2,4,4,2,3,2,1,2,2,3,1,3,2,2,3,2,3,1,4,1,,4,4,4,2,2,3,4,2,96,30,96,65,1,1,2,1,3,2,1,6,2,,4,3,5,4,1,11,,4,5,2,,2,3,1,9,3,1,1,3,0.11624735322057812
198449,2024-04-02T16:11:01Z,2024-04-02T16:22:29Z,1,1,1,2,2,2,1,2,1,2,1,4,1,2,2,1,1,1,3,1,2,4,2,1,3,1,2,2,2,2,1,1,1,1,2,1,4,1,1,3,2,1,3,2,1,1,1,2,2,1,2,1,1,1,1,2,2,,,,,,,,,,,,1,1,1,1,1,1,2,2,2,3,1,3,2,3,2,2,3,3,4,2,2,3,3,4,2,1,1,2,1,2,3,1,2,1,1,1,1,4,1,4,2,,4,4,4,1,1,3,4,2,27,29,30,62,1,1,2,3,3,1,1,6,2,,1,1,1,1,1,12,,3,6,2,,2,4,1,9,4,1,1,3,1.1585691246529786
199964,2024-04-02T15:26:16Z,2024-04-02T15:49:46Z,2,1,1,3,2,3,2,4,3,4,4,4,3,4,4,3,2,3,2,4,4,4,3,3,2,3,3,3,3,1,1,1,3,2,1,1,4,3,3,3,1,3,4,1,1,1,2,2,2,1,3,1,1,3,2,2,1,,,,,,,,,,,,1,1,3,2,2,3,3,3,3,1,2,2,2,2,2,3,3,4,4,1,2,1,2,1,1,1,4,4,4,3,4,1,3,1,2,2,4,1,4,4,2,,5,5,99,1,1,1,4,1,30,96,25,72,1,3,5,2,4,2,2,3,2,,1,1,1,1,3,10,,3,6,1,,1,1,1,2,1,2,2,2,1.569948601554157
201095,2024-04-03T10:12:46Z,2024-04-03T10:44:30Z,2,1,1,3,2,3,2,4,2,2,3,3,4,3,2,4,1,3,2,4,3,3,2,3,2,2,4,4,4,2,1,1,1,3,1,1,4,1,3,4,1,1,3,2,1,2,1,1,1,2,2,2,2,3,2,1,1,,,,,,,,,,,,1,1,1,3,3,1,3,3,3,3,3,3,3,3,3,2,2,4,4,3,1,2,3,3,1,1,3,3,3,3,3,1,1,2,5,5,4,1,2,3,4,,1,4,1,2,1,2,1,1,96,96,96,96,1,4,9,2,3,1,1,5,1,8,4,1,3,4,6,10,,3,6,3,1,1,2,1,9,3,1,2,3,0.1168707984931616
203921,2024-04-02T21:02:04Z,2024-04-02T21:43:18Z,1,1,2,3,2,3,1,4,2,2,2,4,2,3,2,2,2,2,2,3,3,4,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,,,,,,,,,,,,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,3,3,3,3,3,3,1,3,1,1,2,2,4,4,2,2,1,3,3,1,2,1,1,1,2,2,4,3,2,2,2,2,2,99,3,3,3,4,2,4,2,2,2,3,2,25,25,96,55,2,3,5,3,3,2,3,2,2,,1,1,1,1,1,1,1,1,5,4,1,1,2,1,2,3,2,2,1,1.446199531329239
205459,2024-04-04T21:02:25Z,2024-04-04T21:25:18Z,1,1,2,3,1,3,2,3,3,3,2,4,3,4,2,2,2,3,1,3,4,3,5,4,5,1,2,1,2,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,,,,,,,,,,,,2,2,1,1,1,2,1,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,2,2,2,3,99,,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,3,1,5,5,5,2,5,2,3,2,25,27,30,67,1,3,6,2,4,2,3,2,2,,1,1,1,1,3,1,1,1,2,1,,1,1,1,1,2,2,2,1,1.108464952624225
206457,2024-04-04T11:21:57Z,2024-04-04T11:58:57Z,2,1,1,3,2,3,1,2,2,3,3,2,3,3,3,2,1,3,2,4,2,2,4,4,1,1,4,4,4,1,1,1,2,2,1,2,1,2,4,2,2,1,2,2,1,1,1,2,3,2,2,2,1,3,3,1,1,,,,,,,,,,,,1,1,1,1,2,3,2,2,3,1,1,2,2,3,2,2,2,4,4,1,2,2,2,1,1,2,1,1,3,2,4,1,1,3,5,3,2,2,3,3,2,,5,4,4,2,1,1,3,2,30,30,21,58,1,4,9,3,2,1,2,3,2,,1,99,99,1,1,1,2,1,3,3,1,1,2,1,9,3,2,2,3,1.1030441738539203
207436,2024-04-02T15:34:17Z,2024-04-02T15:47:41Z,3,1,1,2,2,2,1,4,2,2,2,4,2,3,2,2,2,2,3,2,3,4,2,2,3,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,3,3,2,3,1,2,1,2,3,1,2,1,1,1,2,2,1,2,1,1,1,1,2,1,3,3,1,5,1,3,2,2,2,3,2,30,30,30,70,1,1,1,2,4,2,2,3,2,,1,1,1,1,1,2,2,2,4,2,,2,4,1,8,4,2,2,2,1.2526551352307689
210743,2024-04-02T15:43:29Z,2024-04-02T16:00:06Z,2,1,1,3,2,3,2,3,2,2,3,4,4,3,4,2,3,2,3,2,4,4,5,4,5,1,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,3,2,2,3,1,3,2,3,2,4,2,99,1,1,1,1,1,3,3,2,5,5,1,3,3,3,3,2,3,2,4,4,,5,5,5,2,1,1,2,2,30,32,28,65,1,3,5,2,3,2,1,5,2,,1,4,4,1,6,1,2,1,6,2,,2,3,1,3,3,1,2,2,1.5400508659608605
212680,2024-04-02T21:10:37Z,2024-04-02T21:25:32Z,1,1,1,2,1,3,2,4,2,3,3,4,3,4,3,1,2,2,2,3,4,4,2,1,2,3,3,3,3,1,1,1,1,2,1,1,2,3,3,1,2,1,3,2,1,1,1,1,2,2,2,2,1,1,2,1,3,,,,,,,,,,,,2,2,2,3,2,3,3,1,3,2,2,2,3,1,3,2,3,4,4,2,2,2,3,1,2,1,2,2,2,3,3,1,3,1,2,2,3,2,3,4,3,1,4,1,5,3,2,1,3,2,30,30,27,97,1,2,3,2,3,1,2,3,1,1,1,1,3,1,1,12,,3,5,3,1,1,1,1,6,2,2,2,2,0.17688320716179948
214437,2024-04-02T15:40:44Z,2024-04-02T16:05:24Z,2,1,1,3,2,4,3,4,4,4,4,4,3,4,3,3,3,3,2,4,4,4,3,3,2,3,3,3,2,1,4,1,1,1,2,2,2,3,3,2,1,2,3,2,1,1,1,3,2,1,2,1,1,3,2,1,2,,,,,,,,,,,,1,2,2,1,1,2,2,3,2,1,3,2,2,3,3,2,2,4,4,1,2,5,2,2,1,1,2,4,4,4,4,1,3,1,2,2,1,3,2,4,2,,4,4,4,4,2,1,5,2,96,25,96,72,1,2,3,2,4,1,1,6,2,,1,1,1,1,1,2,2,2,4,3,1,1,1,1,9,2,2,1,3,0.8566351332123827
215767,2024-04-02T18:34:02Z,2024-04-02T18:44:50Z,1,1,2,4,2,4,2,2,2,2,2,2,2,2,2,2,1,2,4,4,5,4,5,5,5,1,3,3,4,1,3,1,1,3,3,2,2,2,2,2,2,2,1,3,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,2,3,2,2,3,2,3,3,1,3,1,3,3,2,3,2,3,3,3,3,3,3,5,2,2,5,4,4,2,4,4,4,4,5,5,4,4,2,1,1,1,4,1,1,5,,5,5,5,4,1,5,5,2,96,96,96,55,1,4,9,1,2,2,2,3,2,,1,1,1,1,1,12,,3,6,4,99,9,9,3,9,3,2,2,2,1.866949554274302
216156,2024-04-02T22:46:20Z,2024-04-02T22:54:58Z,1,1,2,4,2,1,1,4,2,2,2,4,3,3,3,1,2,3,2,4,3,4,2,2,1,1,3,3,2,1,1,1,1,1,2,1,2,1,3,2,1,2,3,1,2,2,,,,,,,,,,,,3,2,1,1,1,2,2,2,1,2,2,1,1,3,1,2,1,3,3,3,3,1,2,1,2,3,3,3,4,2,1,2,1,3,2,2,1,1,1,3,3,4,1,3,1,3,1,4,1,4,3,3,1,4,4,4,2,1,1,4,1,96,96,96,96,1,2,3,2,2,1,1,6,2,,1,1,1,1,1,2,2,2,3,1,,1,1,1,8,2,1,1,2,1.6540962226093265
219223,2024-04-03T21:32:21Z,2024-04-03T21:46:33Z,2,1,1,4,2,3,2,4,4,4,4,3,99,3,2,2,3,3,2,4,4,4,4,4,2,2,1,3,1,1,1,1,1,3,3,2,2,2,3,2,1,1,2,2,1,2,2,3,1,2,3,1,2,3,2,1,2,,,,,,,,,,,,1,1,1,1,1,3,3,3,2,1,2,2,3,3,3,3,2,4,4,2,2,1,1,1,1,1,3,4,3,4,4,1,1,2,4,4,3,1,4,4,3,3,4,4,4,1,1,1,2,1,96,96,96,65,1,3,5,2,4,2,1,5,2,,1,1,1,1,1,1,1,1,99,3,1,1,1,3,9,2,2,2,3,1.3458920781577552
223257,2024-04-04T19:58:47Z,2024-04-04T20:09:48Z,2,1,1,4,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,3,5,3,5,1,3,2,3,1,4,4,4,2,1,1,4,2,1,2,2,1,2,2,1,3,1,3,2,2,2,3,3,1,2,1,3,,,,,,,,,,,,2,2,3,1,3,1,3,3,3,3,3,3,3,3,3,99,2,4,4,3,2,3,3,3,2,3,2,2,2,5,5,4,3,1,4,3,1,4,1,4,4,,4,1,2,3,1,2,3,2,96,96,96,96,1,4,9,2,2,1,1,6,2,,3,3,5,4,3,2,2,2,2,3,1,1,2,1,1,3,1,2,1,0.20516016745181595
