QKEY,INTERVIEW_START_W139,INTERVIEW_END_W139,DEVICE_TYPE_W139,LANG_W139,FORM_W139,XPARTYSUMFINAL_W139,XREG_W139,SATIS_W139,POL1JB_W139,POL1JBSTR_W139,INSTFAV_a_W139,INSTFAV_b_W139,INSTFAV_c_W139,INSTFAV_FED_W139,INSTFAV_STAT_W139,INSTFAV_LOC_W139,JBCONF_ECON_W139,JBCONF_CRIS_W139,JBCONF_IMMI_W139,JBCONF_CONG_W139,JBCONF_CLSR_W139,ISGZ_BDN_W139,REPFIELD_W139,REPNOMOE_CODED_W139,PRICANDSAT_R_DT_W139,PRICANDSAT_R_RDS_W139,PRICANDSAT_R_CC_W139,PRICANDSAT_R_VR_W139,PRICANDSAT_R_NH_W139,REPDEALFGHT_W139,PRMRYSYT_W139,REPPRI_FCS_W139,REPPRIMINT_W139,REPPRIMCOMP_W139,UKRFOL_W139,JB_RUSUKR_APP_W139,UKR_SPRT_W139,RU_UKN_THRT2_W139,PARTYTRAITH2H_FED_W139,PARTYTRAITH2H_WORK_W139,PARTYTRAITH2H_PLM_W139,PARTYTRAITH2H_SEL_W139,PARTYTRAITH2H_HON_W139,PARTYTRAITH2H_UNI_W139,PARTYTRAITH2H_LEAD_W139,PARTYTRAITH2H_MID_W139,ISGZ_FOL_W139,ISGZ_RESPNSBL_ISRGOV_W139,ISGZ_RESPNSBL_HMS_W139,ISGZ_RESPNSBL_ISRPPL_W139,ISGZ_RESPNSBL_PLS_W139,ISGZ_RESPNS_W139,BIDEN_FAVORISRPAL_W139,ISGZ_CONC_BIG_W139,ISGZ_CONC_TERR_W139,ISGZ_CONC_RSLV_W139,ISGZ_CONC_VLC_JW_W139,ISGZ_CONC_VLC_MSLM_W139,COEX_W139,COLGJOB_W139,COLGIMP_W139,EDUCJOB_W139,DEGRCOST_W139,NDEGRJOB_W139,DTREPPTY_W139,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W139
188109,2023-11-28T17:35:35Z,2023-11-28T17:41:51Z,2,1,1,2,1,2,1,1,4,1,4,,,,1,1,1,1,1,4,4,,,,,,,,,2,2,2,1,1,2,1,2,2,2,2,,,,,1,1,1,1,2,,3,4,3,4,4,4,1,1,1,1,2,4,,1,2,3,2,4,1,1,5,2,,1,2,2,1,1,1,2,1,4,2,,2,4,1,9,5,2,2,2,0.23222316460247544
189213,2023-11-28T20:11:06Z,2023-11-28T20:16:13Z,1,1,2,2,1,2,2,2,,,,4,2,2,2,2,3,3,4,3,4,,,,,,,,,2,2,2,3,2,3,1,,,,,2,2,2,2,1,1,1,1,1,1,,2,2,2,1,1,1,3,2,6,3,3,,1,1,1,2,4,1,1,6,2,,1,1,1,1,1,5,,4,4,2,,2,4,1,99,4,2,1,99,0.7170749090016715
190961,2023-11-29T00:06:34Z,2023-11-29T00:12:34Z,2,1,2,1,1,2,2,1,,,,3,3,3,4,4,4,4,4,5,3,8,1,5,3,5,5,1,2,1,1,1,3,4,1,1,,,,,3,1,1,3,5,5,5,5,5,4,,3,1,2,4,4,1,2,1,2,1,2,1,1,1,2,3,3,2,3,2,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,2,2,2,2,1,0.9521922876692338
191336,2023-11-28T17:20:53Z,2023-11-28T17:27:10Z,1,1,1,2,2,2,1,2,4,2,2,,,,3,2,2,2,3,5,4,,,,,,,,,2,2,1,5,5,4,4,2,2,2,2,,,,,4,5,5,5,5,,4,3,1,2,3,3,1,4,2,4,2,4,,1,1,2,1,3,1,3,2,2,,1,1,1,1,3,2,2,2,2,2,,2,4,2,4,4,3,2,2,1.199170276748036
192950,2023-11-28T16:27:55Z,2023-11-28T16:35:36Z,1,1,1,1,1,2,2,1,2,4,3,,,,4,4,4,4,4,4,3,4,1,2,2,2,1,2,3,2,2,1,2,3,1,3,3,1,1,3,,,,,1,1,1,1,1,,2,2,3,3,3,4,2,3,2,2,3,2,2,1,4,8,2,4,1,1,5,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,9,2,2,2,3,1.5832293767121512
193408,2023-11-28T16:05:04Z,2023-11-28T16:11:45Z,2,1,1,1,1,2,2,2,3,3,3,,,,3,3,3,3,3,2,4,95,4,4,3,5,4,1,3,2,2,2,5,5,2,2,3,3,3,3,,,,,5,2,1,2,1,,4,3,2,3,3,3,2,2,3,2,1,2,5,1,3,5,1,3,1,1,6,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,9,2,1,2,2,1.138899195325344
194477,2023-11-29T10:46:53Z,2023-11-29T10:56:15Z,2,1,1,2,1,2,2,2,4,4,4,,,,4,4,4,4,3,4,4,,,,,,,,,2,2,2,3,4,1,1,3,3,3,3,,,,,3,1,1,1,2,,1,1,1,1,2,2,1,1,1,3,1,4,,1,4,9,1,3,2,3,2,1,1,4,1,3,4,1,2,2,2,4,2,,2,3,1,3,3,5,2,1,2.4393113869474696
194860,2023-11-30T20:30:43Z,2023-11-30T20:36:04Z,1,1,1,1,1,2,2,1,3,4,3,,,,3,3,3,3,3,5,2,2,4,3,1,3,2,1,2,99,1,2,4,5,4,2,1,3,1,1,,,,,4,1,1,2,2,,4,3,4,3,3,3,2,3,2,2,2,3,5,1,3,5,2,4,2,1,6,2,,1,1,1,1,1,1,1,1,1,3,1,1,1,1,9,1,2,2,2,1.1070134732888033
195349,2023-11-28T15:40:48Z,2023-11-28T15:50:47Z,1,1,2,1,1,2,2,1,,,,4,4,4,4,4,4,4,4,2,2,4,3,2,4,4,1,1,3,1,1,2,1,4,2,1,,,,,1,3,3,1,1,3,1,3,2,3,,3,3,4,2,4,1,5,2,3,3,2,2,1,4,8,2,4,1,2,3,2,,1,1,1,1,1,2,2,2,5,3,1,1,2,1,4,3,2,2,2,1.055425111891547
195373,2023-11-28T15:59:16Z,2023-11-28T16:07:37Z,2,1,1,1,1,2,2,1,3,4,4,,,,4,4,4,4,4,3,4,8,1,1,4,2,4,1,3,2,2,2,2,4,3,1,3,3,3,3,,,,,1,2,1,3,2,,2,5,3,4,2,5,2,4,2,4,3,4,2,1,4,9,3,3,1,2,3,2,,1,1,1,1,1,12,,3,5,3,1,1,2,1,5,3,2,2,2,1.4254263751579745
195400,2023-11-29T19:46:05Z,2023-11-29T20:00:20Z,1,1,1,1,1,2,2,1,2,1,3,,,,4,4,4,4,4,4,3,8,1,2,4,2,2,2,3,1,1,2,2,3,4,2,1,3,1,3,,,,,2,2,1,3,2,,2,3,2,3,2,4,2,3,2,2,2,3,2,1,4,9,2,4,1,1,5,2,,1,3,5,1,1,7,,4,5,3,1,1,1,1,9,2,5,2,2,0.2233016438271772
196107,2023-11-28T15:45:42Z,2023-11-28T15:56:14Z,3,1,1,1,1,2,2,1,2,4,3,,,,4,3,4,3,4,5,2,3,3,1,3,4,2,2,2,99,2,1,3,5,2,1,3,3,1,1,,,,,3,2,1,3,3,,4,2,2,2,2,2,2,4,3,6,3,3,3,1,2,3,3,4,2,2,3,2,,1,1,1,1,1,1,1,1,2,3,1,1,1,1,5,2,1,99,2,0.9924036529755191
196610,2023-11-28T16:40:04Z,2023-11-28T17:07:55Z,2,1,2,2,1,1,1,2,,,,2,2,2,2,2,2,3,3,3,3,,,,,,,,,2,1,2,3,3,3,1,,,,,3,3,3,2,3,1,1,2,2,1,,3,2,2,4,2,1,2,1,1,1,4,,1,1,2,1,3,2,1,6,2,,4,3,5,4,1,11,,4,5,2,,2,3,1,9,3,1,1,3,0.07950814189565135
197087,2023-11-29T12:23:43Z,2023-11-29T12:33:06Z,1,1,1,1,1,2,2,1,2,4,3,,,,4,4,4,4,4,4,2,8,1,2,4,2,1,1,2,2,1,2,4,4,4,2,1,1,1,2,,,,,4,3,1,3,2,,2,4,1,4,2,3,1,4,2,3,2,3,2,1,2,3,2,4,1,3,2,2,,1,1,1,1,5,2,2,2,2,3,1,1,2,1,4,3,2,2,2,1.1307768931025892
198205,2023-11-28T16:38:03Z,2023-11-28T16:44:55Z,3,1,2,1,1,2,2,1,,,,3,2,2,4,4,4,4,4,3,3,3,3,1,3,3,2,1,3,2,2,2,2,3,3,1,,,,,3,3,3,3,2,3,1,3,2,2,,3,4,4,3,4,2,5,3,3,3,2,3,1,2,3,2,3,1,2,3,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,5,2,2,2,2,1.1325885062882015
200943,2023-11-28T18:57:26Z,2023-11-28T19:12:22Z,2,1,2,1,1,2,2,1,,,,3,2,2,4,4,4,4,4,4,2,8,2,2,3,3,2,2,2,1,1,2,2,3,4,1,,,,,3,3,3,3,2,1,1,2,1,3,,4,4,4,3,3,2,3,2,3,2,3,2,1,3,5,2,4,1,1,5,2,,1,1,1,1,3,2,2,2,2,1,,1,1,1,6,2,2,1,2,0.6693690069225507
201095,2023-11-28T18:46:37Z,2023-11-28T18:52:51Z,2,1,1,1,1,2,2,1,2,3,2,,,,3,3,4,2,3,1,2,3,4,1,4,2,3,1,3,1,1,1,4,3,1,2,1,3,1,1,,,,,3,2,1,2,2,,3,3,3,3,2,5,1,3,3,2,2,3,4,1,4,9,2,3,1,1,5,1,8,4,1,3,4,6,10,,3,6,3,1,1,2,1,9,3,1,2,3,0.400286826349621
201541,2023-11-28T16:48:58Z,2023-11-28T16:58:39Z,1,1,2,1,1,2,2,1,,,,3,2,2,4,4,4,4,4,2,1,8,1,1,2,2,2,1,2,2,1,2,3,2,2,1,,,,,1,1,3,1,2,3,1,3,2,2,,3,3,3,2,4,2,4,3,3,3,2,1,1,2,3,1,4,1,2,4,2,,1,1,1,1,1,2,2,2,2,1,,1,1,1,8,2,2,1,2,1.1838148039807774
202145,2023-12-01T09:50:02Z,2023-12-01T10:04:25Z,2,1,2,2,1,1,1,2,,,,4,2,3,2,4,2,3,2,3,4,,,,,,,,,2,2,2,5,5,4,4,,,,,2,2,2,3,3,1,2,1,3,1,,2,1,1,4,1,2,5,2,5,2,3,,1,1,2,2,2,2,1,6,2,,1,1,1,1,6,7,,4,6,2,,2,4,1,2,4,1,2,1,0.9331362183337986
203617,2023-11-28T20:12:26Z,2023-11-28T20:22:38Z,2,1,1,2,1,2,1,1,4,2,3,,,,1,1,1,2,3,1,2,,,,,,,,,2,2,2,2,1,3,1,2,3,2,2,,,,,2,1,1,2,2,,3,3,3,2,2,2,1,3,2,2,2,3,,1,1,1,3,4,2,1,6,2,,1,1,1,1,1,10,,3,4,3,2,2,4,1,9,4,2,2,2,1.0766759723752861
204164,2023-12-02T07:39:43Z,2023-12-02T07:44:57Z,2,1,1,2,1,1,1,1,3,1,2,,,,2,1,2,1,1,1,4,,,,,,,,,2,2,1,3,1,3,1,2,2,2,2,,,,,3,3,1,3,3,,3,2,2,2,2,2,2,2,1,2,2,3,,1,1,2,2,4,1,2,3,1,1,4,1,3,4,1,12,,3,6,2,,2,3,1,7,3,2,2,2,0.21079701950570115
204329,2023-11-29T11:42:30Z,2023-11-29T12:00:08Z,3,1,2,2,1,1,1,1,,,,4,4,2,1,1,1,1,1,1,4,,,,,,,,,2,2,99,1,1,3,1,,,,,2,2,2,2,2,1,1,1,1,3,,2,2,2,2,1,1,3,3,6,2,3,,1,3,7,2,4,2,1,6,2,,1,1,1,1,5,12,,3,6,2,,2,4,1,99,4,,2,99,1.4780884789511888
205459,2023-11-28T21:20:34Z,2023-11-28T21:29:21Z,1,1,1,1,1,2,2,1,2,4,2,,,,4,4,4,4,4,4,2,8,1,5,5,5,5,2,2,1,2,1,3,4,1,4,1,1,3,1,,,,,4,5,5,5,5,,1,2,2,2,2,2,1,3,3,3,2,3,2,1,3,6,2,4,2,3,2,2,,1,1,1,1,3,1,1,1,2,1,,1,1,1,1,2,2,2,1,1.319385084041009
205490,2023-11-28T18:31:49Z,2023-11-28T18:51:30Z,1,1,2,2,1,2,1,2,,,,4,4,4,3,2,4,2,3,2,4,,,,,,,,,2,2,2,4,3,4,1,,,,,3,3,2,2,3,5,5,99,5,3,,2,1,1,1,2,1,5,1,5,3,5,,1,3,6,1,3,2,3,2,2,,1,2,2,1,6,1,1,1,3,2,,2,3,1,3,3,1,2,1,1.0205819999021597
207436,2023-11-28T16:27:05Z,2023-11-28T16:38:21Z,3,1,2,2,1,1,1,1,,,,2,2,2,1,1,1,3,2,2,4,,,,,,,,,2,2,2,2,1,2,1,,,,,2,2,2,2,1,1,1,1,1,1,,1,2,1,1,1,2,4,2,3,2,3,,1,1,1,2,4,2,2,3,2,,1,1,1,1,1,2,2,2,4,2,,2,4,1,8,4,2,2,2,1.1568953711484418
208237,2023-11-29T17:05:43Z,2023-11-29T17:09:49Z,1,1,2,2,1,1,1,2,,,,2,2,2,2,2,2,2,3,5,3,,,,,,,,,2,2,1,3,2,3,1,,,,,3,3,3,2,4,5,5,5,5,4,,3,3,3,3,3,1,3,3,1,2,4,,1,4,8,2,4,2,1,5,2,,1,1,1,1,5,2,2,2,5,2,,2,3,1,2,3,5,2,2,1.5857940546947356
211074,2023-11-29T08:02:04Z,2023-11-29T08:16:49Z,2,1,1,1,1,2,2,1,3,4,3,,,,4,4,4,4,4,4,2,3,2,2,4,5,2,1,2,1,1,1,1,3,4,1,1,1,1,1,,,,,1,3,1,3,2,,2,1,1,2,1,3,1,3,2,1,2,1,2,1,2,3,2,4,1,2,4,2,,4,1,1,3,1,1,1,1,5,1,,1,2,1,2,3,2,2,1,1.291557481447134
212680,2023-11-28T23:29:52Z,2023-11-28T23:38:55Z,1,1,1,1,1,2,2,1,2,4,4,,,,4,4,4,4,4,3,2,4,3,2,2,4,1,1,2,2,2,1,2,2,3,1,1,1,1,3,,,,,2,1,1,2,3,,4,3,3,3,3,3,2,3,2,5,2,3,3,1,2,3,2,3,1,2,3,1,1,1,1,3,1,1,12,,3,5,3,1,1,1,1,6,2,2,2,2,0.22362334567315784
213161,2023-11-29T10:08:33Z,2023-11-29T10:13:48Z,2,1,1,1,1,2,2,1,3,3,3,,,,4,4,4,4,4,4,3,4,3,2,4,3,1,1,2,2,2,1,1,4,1,2,3,3,3,3,,,,,1,2,1,2,2,,2,2,2,3,2,2,1,3,3,1,2,3,4,2,3,5,3,4,2,1,6,2,,1,4,4,1,1,2,2,2,5,3,1,1,2,1,9,3,2,2,3,1.1926162785509338
215767,2023-11-28T15:54:19Z,2023-11-28T16:12:41Z,1,1,2,9,2,2,2,1,,,,4,4,4,4,4,4,4,4,4,4,99,,,,,,1,4,2,2,2,4,5,4,3,,,,,3,3,3,3,4,5,5,5,5,4,,1,1,1,1,1,1,5,1,5,1,1,5,1,4,9,1,2,2,2,3,2,,1,1,1,1,1,12,,3,6,4,99,9,9,3,9,3,2,2,2,1.2703988046275638
219150,2023-11-28T21:18:20Z,2023-11-28T21:23:39Z,2,1,1,1,1,2,2,1,2,4,3,,,,4,4,4,4,4,4,3,3,2,2,4,5,4,1,3,2,2,2,2,4,3,1,1,3,1,1,,,,,2,2,1,3,1,,3,3,4,4,2,5,2,3,2,2,3,2,4,1,2,3,2,3,1,1,5,2,,1,1,1,1,1,2,2,2,4,3,1,1,1,1,9,2,1,2,3,0.8577300325778473
219223,2023-11-30T15:00:04Z,2023-11-30T15:07:12Z,2,1,1,1,2,2,2,2,3,3,3,,,,4,4,4,4,4,2,1,8,,,,,,1,2,2,2,2,2,3,1,3,1,3,1,1,,,,,1,3,1,3,1,,4,2,2,4,2,3,2,3,1,2,3,2,2,1,3,5,2,4,2,1,5,2,,1,1,1,1,1,1,1,1,99,3,1,1,1,3,9,2,2,2,3,1.0900604977813177
223028,2023-12-02T21:53:13Z,2023-12-02T22:00:36Z,2,1,1,2,1,1,1,1,4,2,3,,,,1,1,1,1,1,2,4,,,,,,,,,2,2,2,3,2,3,1,2,2,2,2,,,,,4,5,1,3,2,,3,2,3,1,1,2,1,2,1,1,1,4,,1,3,5,1,3,2,1,6,1,3,4,1,3,4,1,2,2,2,3,2,,2,4,1,9,4,1,2,2,1.0111569935559128
223257,2023-12-01T02:02:08Z,2023-12-01T02:07:37Z,2,1,2,1,1,2,2,1,,,,3,2,2,4,2,3,4,4,5,3,99,3,3,5,5,5,1,3,2,2,2,4,5,4,2,,,,,3,2,3,3,5,5,5,5,5,4,,4,3,4,4,3,2,2,2,3,2,3,4,1,4,9,2,2,1,1,6,2,,3,3,5,4,3,2,2,2,2,3,1,1,2,1,1,3,1,2,1,0.18484960644874235
230587,2023-11-28T15:56:53Z,2023-11-28T16:05:46Z,2,1,2,1,2,2,2,1,,,,3,2,2,4,4,4,4,4,2,2,8,,,,,,1,2,1,1,2,5,4,2,1,,,,,3,1,3,1,5,2,1,5,2,4,,1,1,1,1,1,2,4,2,5,3,3,1,1,3,5,2,3,1,3,2,2,,1,1,1,1,1,1,1,1,5,1,,1,1,3,1,1,2,2,1,1.8427534211794792
231013,2023-11-29T08:37:40Z,2023-11-29T09:53:22Z,2,1,1,2,1,2,1,1,4,1,3,,,,1,1,1,1,2,1,4,,,,,,,,,2,2,2,2,1,3,2,2,2,2,2,,,,,1,1,1,1,1,,3,5,4,3,3,3,1,3,2,3,2,2,,1,2,3,1,3,2,2,4,2,,1,2,2,1,1,1,1,1,5,2,,2,3,1,99,3,1,2,99,0.8818389904134111
232685,2023-11-29T02:09:20Z,2023-12-03T21:54:49Z,2,1,1,2,2,2,2,2,3,2,3,,,,2,2,2,2,2,5,3,,,,,,,,,2,2,1,4,4,3,4,2,2,2,2,,,,,3,5,5,5,5,,1,3,2,2,3,3,1,2,1,3,2,4,,1,1,2,1,3,1,3,1,2,,1,2,2,1,5,1,1,1,2,2,,2,3,3,99,3,2,2,99,1.2467333357072878
233296,2023-11-29T17:56:27Z,2023-11-29T18:03:08Z,2,1,2,1,1,2,2,1,,,,4,3,2,4,3,3,3,4,3,4,4,4,3,2,2,2,2,2,2,2,2,2,1,3,2,,,,,3,3,3,1,2,1,1,1,2,1,,2,2,2,3,3,2,3,99,2,1,3,5,1,1,2,2,4,2,1,5,2,,1,1,1,1,5,2,2,2,1,1,,1,1,1,9,1,2,1,3,0.9695713554931602
235578,2023-11-28T15:50:09Z,2023-11-28T15:54:36Z,1,1,1,1,1,2,2,1,1,3,2,,,,3,4,3,3,4,4,2,8,1,3,3,4,4,2,3,2,2,2,4,4,1,2,1,1,1,3,,,,,4,2,2,1,2,,1,2,2,2,4,2,2,3,2,1,2,3,2,2,4,8,3,2,1,1,6,1,6,1,1,3,1,1,2,2,2,2,1,,1,1,1,6,2,2,1,2,0.24545596364908245
235839,2023-11-28T16:00:43Z,2023-11-28T16:09:51Z,2,1,2,1,1,2,2,1,,,,4,2,2,4,4,4,4,4,3,2,8,1,2,3,2,2,1,2,2,2,2,3,3,1,1,,,,,1,3,3,1,3,2,1,2,2,2,,3,2,3,3,3,2,4,2,2,2,2,1,2,4,8,99,4,2,1,5,2,,1,1,1,1,1,1,2,1,6,1,,1,1,1,9,2,3,1,3,1.0557614645947517
238030,2023-11-28T17:32:32Z,2023-11-28T17:37:22Z,2,1,1,2,1,2,1,2,4,2,3,,,,2,2,2,3,3,2,4,,,,,,,,,2,2,2,2,1,3,1,2,2,3,2,,,,,2,2,1,2,2,,3,3,4,3,3,3,1,3,3,4,2,4,,1,2,3,2,2,1,2,3,2,,1,1,1,1,1,9,,3,6,2,,2,3,1,9,3,1,2,3,0.994752526158561
241537,2023-11-29T09:01:46Z,2023-11-29T09:06:54Z,2,1,1,1,1,2,2,1,2,4,2,,,,4,4,4,4,4,1,1,8,1,4,4,3,4,2,2,2,1,2,4,4,1,4,1,1,1,1,,,,,1,3,1,3,2,,2,1,1,1,1,4,2,4,2,1,3,1,1,1,4,8,2,4,2,1,5,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,9,1,2,1,2,1.3605740043272645
244331,2023-11-28T18:07:10Z,2023-11-28T18:13:05Z,1,1,2,1,1,2,2,1,,,,4,3,3,4,3,4,3,4,2,3,3,3,2,3,5,2,1,2,1,2,2,3,3,1,4,,,,,3,3,3,1,3,3,1,3,5,3,,3,4,3,2,3,2,3,2,2,2,3,4,1,3,5,2,3,1,1,5,2,,1,1,1,1,6,1,1,1,1,3,1,1,1,1,7,2,2,1,2,1.0386454529448563
244539,2023-11-29T12:15:07Z,2023-11-29T12:27:05Z,1,1,1,1,1,2,2,1,2,4,3,,,,4,4,4,4,4,4,3,8,1,2,4,2,4,2,2,1,1,2,5,4,1,1,1,3,1,1,,,,,5,3,1,3,1,,2,5,4,4,1,5,2,4,1,1,3,4,1,1,4,8,2,4,2,3,2,2,,4,1,1,4,1,2,2,2,2,3,1,1,1,1,4,1,5,2,99,2.6183154834226285
245863,2023-11-30T11:18:40Z,2023-11-30T11:25:49Z,1,1,1,1,1,2,2,1,1,4,4,,,,4,4,4,4,4,4,2,8,1,1,4,4,2,2,2,1,1,2,3,4,2,2,1,3,1,1,,,,,3,3,1,3,1,,2,3,3,3,1,5,2,5,2,5,3,3,1,2,3,5,3,4,2,2,3,2,,1,1,1,1,5,1,2,1,5,1,,1,1,1,5,2,1,2,2,0.8806838095971091
247938,2023-11-29T13:56:01Z,2023-11-29T14:00:48Z,1,1,2,2,1,1,1,1,,,,4,3,2,1,1,2,1,3,1,4,,,,,,,,,2,1,2,3,1,3,1,,,,,2,3,2,3,3,1,1,2,2,3,,2,5,2,3,3,1,3,2,3,2,3,,1,3,5,1,4,2,1,5,2,,1,1,1,1,1,12,,3,6,2,,2,3,1,9,3,2,2,3,1.0840616232008935
274171,2023-11-29T13:13:06Z,2023-11-29T13:20:08Z,1,1,1,1,1,2,2,1,2,4,4,,,,4,4,4,4,4,4,2,8,1,2,4,1,4,2,2,1,2,2,2,4,2,2,1,1,1,1,,,,,2,3,1,3,1,,2,1,1,2,1,5,2,3,2,3,3,1,1,1,3,7,2,4,1,1,5,2,,1,1,1,1,1,1,2,1,4,1,,1,1,1,7,1,2,2,99,1.1756521485755334
274495,2023-11-29T10:06:49Z,2023-11-29T10:12:04Z,2,1,1,1,1,2,2,1,1,4,3,,,,4,4,4,4,4,2,2,8,1,1,4,2,2,2,1,1,1,2,3,4,1,3,1,3,1,1,,,,,3,3,1,3,1,,2,3,3,5,3,5,2,2,2,3,2,3,1,1,2,4,2,2,1,1,5,2,,1,1,1,1,1,2,2,2,4,1,,1,1,1,9,2,1,2,2,1.1471148897216537
274825,2023-11-28T15:56:33Z,2023-11-28T16:00:57Z,1,1,1,2,2,1,2,2,3,2,3,,,,3,3,3,3,3,5,3,,,,,,,,,2,1,2,4,2,1,2,3,3,3,3,,,,,4,5,1,3,3,,4,3,3,3,3,3,2,3,1,3,1,3,,1,4,8,1,1,1,1,6,2,,1,1,1,1,6,9,,3,5,2,,2,3,3,8,3,1,2,3,1.5753545586588265
276645,2023-11-28T21:32:12Z,2023-11-28T22:54:19Z,2,1,1,2,2,2,2,2,4,1,1,,,,4,4,4,4,4,5,4,,,,,,,,,2,2,2,3,5,1,1,3,3,3,3,,,,,1,1,1,1,5,,1,1,1,1,1,1,1,4,2,1,1,1,,1,3,7,3,2,2,3,2,1,1,4,1,3,2,2,12,,3,3,4,2,2,3,3,1,2,,2,1,2.9640607570716853
278114,2023-12-01T06:15:16Z,2023-12-01T06:21:55Z,2,1,1,1,1,2,2,1,2,3,2,,,,4,4,4,4,4,5,2,8,1,5,5,5,5,2,2,1,2,2,5,5,4,4,1,3,1,1,,,,,5,5,5,5,5,,4,4,4,3,4,4,1,5,2,3,3,1,1,1,2,3,2,2,2,1,5,2,,1,1,1,1,1,1,1,1,4,1,,1,1,1,4,2,2,2,1,1.124651503048316
279292,2023-11-29T17:15:12Z,2023-11-29T17:24:31Z,1,1,2,1,1,2,2,1,,,,3,4,3,4,3,4,3,4,1,3,4,4,4,1,4,1,1,99,2,2,1,2,1,3,1,,,,,3,3,3,3,1,3,1,3,2,3,,2,2,2,2,4,1,3,1,1,1,3,5,1,2,3,2,4,2,1,5,2,,1,1,1,1,1,2,2,2,2,1,,1,1,1,9,2,2,2,3,1.04342423842548
280034,2023-11-29T15:28:16Z,2023-11-29T15:47:59Z,2,1,1,2,1,2,2,2,3,3,4,,,,3,4,4,3,3,4,4,,,,,,,,,2,2,2,3,3,2,1,2,2,3,3,,,,,3,1,5,2,3,,1,2,3,3,4,2,1,4,2,4,3,4,,1,1,2,1,2,1,1,5,2,,1,2,2,1,2,2,2,2,3,3,2,2,3,1,9,3,1,1,2,0.09463968403925604
282430,2023-12-03T10:10:15Z,2023-12-03T10:18:05Z,1,1,2,2,2,2,2,2,,,,3,3,4,3,3,3,3,3,5,3,,,,,,,,,2,2,1,5,5,4,4,,,,,3,3,3,3,5,5,5,5,5,4,,5,3,4,4,4,2,3,2,6,3,4,,2,2,3,2,2,1,2,3,2,,1,2,2,1,2,12,,3,5,4,2,2,4,2,2,5,2,1,1,0.7444068244387677
283898,2023-11-27T21:13:52Z,2023-11-27T21:20:49Z,2,1,2,1,1,2,2,1,,,,4,3,3,3,3,3,3,3,4,4,4,4,4,2,4,2,1,4,1,2,2,3,2,4,4,,,,,2,3,3,3,3,1,2,3,3,1,,1,2,1,1,1,1,1,1,3,2,4,5,1,4,9,2,3,1,3,2,1,8,1,5,3,1,1,1,1,1,4,1,,1,2,1,9,3,1,1,3,0.47683070882180806
284304,2023-11-30T07:53:02Z,2023-11-30T08:02:03Z,1,1,2,1,1,2,2,2,,,,3,2,2,4,3,4,3,2,3,3,95,4,5,3,5,2,1,3,1,1,2,3,3,1,4,,,,,3,3,3,3,3,2,1,3,3,3,,2,3,3,2,3,2,3,2,3,1,3,4,2,2,3,3,4,2,2,4,2,,1,1,1,1,1,1,2,1,6,1,,1,1,1,5,2,2,2,2,1.187202905773377
285723,2023-11-28T19:24:14Z,2023-11-28T19:40:05Z,3,1,2,1,1,1,2,1,,,,3,2,2,3,4,4,3,3,3,3,8,1,3,4,5,5,1,2,1,2,1,3,5,3,1,,,,,1,1,3,3,4,2,1,2,1,3,,4,4,2,2,2,2,4,1,4,2,2,2,1,2,3,3,4,2,3,2,2,,1,1,1,1,5,1,2,1,2,1,,1,1,1,2,2,,2,1,1.2920003140524616
286168,2023-11-27T20:49:44Z,2023-11-27T21:01:38Z,2,1,1,1,1,2,2,1,2,3,2,,,,4,4,4,4,4,3,2,7,1,1,3,1,2,1,2,2,2,2,3,4,3,2,1,1,1,3,,,,,3,3,1,3,2,,4,2,2,3,3,3,1,4,3,2,3,2,1,1,3,7,3,4,1,3,2,2,,1,1,1,1,3,1,1,1,5,1,,1,1,1,1,2,2,2,2,1.3814046355244167
289200,2023-11-29T07:30:59Z,2023-11-29T07:35:34Z,2,1,2,2,1,1,1,2,,,,3,2,2,2,3,2,2,3,2,3,,,,,,,,,2,1,1,4,5,4,4,,,,,3,2,3,2,3,1,1,2,5,1,,3,4,2,3,3,2,3,2,6,2,2,,1,3,6,2,3,2,3,2,2,,1,3,5,1,1,12,,3,6,2,,2,3,1,9,3,2,2,3,0.2564105655370535
290087,2023-11-30T13:21:30Z,2023-11-30T13:27:41Z,2,1,1,1,1,2,2,1,3,4,4,,,,3,4,4,3,4,2,3,7,2,2,2,2,2,1,3,1,2,2,4,3,1,2,3,3,1,3,,,,,3,3,1,3,2,,3,4,4,3,4,5,2,4,2,3,2,2,2,1,2,3,2,2,1,1,5,2,,1,1,1,1,1,1,1,1,5,1,,1,1,1,9,2,1,2,3,1.2877964193578624
